sport,event,year,athlete_id,country_id,medal
Swimming,Swimming Men's 400 metres Freestyle,2016,44618,51,
Swimming,Swimming Men's 200 metres Freestyle,2016,44745,94,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,44745,94,Bronze
Swimming,Swimming Men's 200 metres Individual Medley,2016,44745,94,Silver
Swimming,Swimming Men's 400 metres Individual Medley,2016,44745,94,Gold
Swimming,Swimming Women's 100 metres Breaststroke,2016,44771,106,
Track and Field,Women's Marathon,2016,44794,71,
Track and Field,Women's Marathon,2016,44795,71,
Track and Field,"Men's 3,000 metres Steeplechase",2016,44820,61,
Track and Field,Men's 800 metres,2016,44851,99,
Track and Field,Women's 100 metres,2016,44925,186,
Swimming,Swimming Men's 200 metres Freestyle,2016,44946,179,
Track and Field,Men's Triple Jump,2016,44979,196,
Track and Field,Men's 4 x 400 metres Relay,2016,44993,195,Gold
Track and Field,"Women's 1,500 metres",2016,45022,11,
Track and Field,"Women's 10,000 metres",2016,45026,195,
Swimming,Swimming Women's 50 metres Freestyle,2016,45133,73,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,45133,73,
Track and Field,"Women's 1,500 metres",2016,45216,131,
Track and Field,"Women's 5,000 metres",2016,45216,131,
Gymnastics,Gymnastics Men's Team All-Around,2016,45219,71,
Gymnastics,Gymnastics Men's Floor Exercise,2016,45219,71,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,45219,71,Gold
Track and Field,Men's 400 metres Hurdles,2016,45318,170,
Track and Field,Men's 50 kilometres Walk,2016,45498,40,
Track and Field,Women's 20 kilometres Walk,2016,45517,144,
Track and Field,Men's 400 metres Hurdles,2016,45563,170,
Track and Field,Men's 4 x 400 metres Relay,2016,45624,67,
Track and Field,"Men's 1,500 metres",2016,45634,19,
Swimming,Swimming Women's 200 metres Breaststroke,2016,45648,195,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,45821,11,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,45852,178,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,45852,178,
Swimming,Swimming Women's 100 metres Butterfly,2016,45852,178,
Swimming,Swimming Women's 200 metres Individual Medley,2016,45852,178,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,45852,178,
Swimming,Swimming Women's 100 metres Breaststroke,2016,45859,178,
Swimming,Swimming Women's 200 metres Breaststroke,2016,45859,178,
Track and Field,Men's Shot Put,2016,45942,146,
Swimming,Swimming Women's 10 kilometres Open Water,2016,46070,71,
Track and Field,Men's 400 metres,2016,46110,149,
Track and Field,Men's Discus Throw,2016,46126,11,
Track and Field,Women's 100 metres,2016,46140,27,
Swimming,Swimming Men's 50 metres Freestyle,2016,46168,117,
Gymnastics,Gymnastics Women's Team All-Around,2016,46226,73,
Gymnastics,Gymnastics Women's Floor Exercise,2016,46226,73,
Gymnastics,Gymnastics Women's Uneven Bars,2016,46226,73,
Track and Field,Men's Discus Throw,2016,46244,178,
Track and Field,Men's 100 metres,2016,46259,14,
Track and Field,Men's 200 metres,2016,46259,14,
Track and Field,Men's Long Jump,2016,46266,195,
Track and Field,Men's Discus Throw,2016,46275,71,Gold
Track and Field,Men's Discus Throw,2016,46277,71,
Track and Field,Men's 200 metres,2016,46294,11,
Track and Field,Women's 400 metres Hurdles,2016,46346,9,
Track and Field,Men's 100 metres,2016,46356,189,
Track and Field,Men's 200 metres,2016,46356,189,
Track and Field,Men's 4 x 100 metres Relay,2016,46356,189,
Track and Field,Men's Triple Jump,2016,46397,94,
Swimming,Swimming Men's 100 metres Backstroke,2016,46398,94,
Swimming,Swimming Women's 200 metres Butterfly,2016,46403,94,
Track and Field,Women's 200 metres,2016,46491,172,
Track and Field,Women's 800 metres,2016,46501,130,
Track and Field,"Women's 1,500 metres",2016,46501,130,
Swimming,Swimming Women's 800 metres Freestyle,2016,46530,107,
Track and Field,Women's 400 metres,2016,46542,195,
Track and Field,Women's 4 x 400 metres Relay,2016,46542,195,Gold
Track and Field,Women's Marathon,2016,46543,195,
Track and Field,Women's Javelin Throw,2016,46582,193,
Swimming,Swimming Women's 800 metres Freestyle,2016,46589,73,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,46589,73,
Swimming,Swimming Women's 200 metres Freestyle,2016,46637,83,
Track and Field,Men's 50 kilometres Walk,2016,46648,136,
Track and Field,Men's Marathon,2016,46762,73,
Track and Field,Men's Marathon,2016,46764,73,
Track and Field,Men's 800 metres,2016,46823,149,
Track and Field,Women's Marathon,2016,46825,189,
Track and Field,Men's 100 metres,2016,46861,34,
Track and Field,Men's 4 x 100 metres Relay,2016,46861,34,Bronze
Track and Field,Men's 110 metres Hurdles,2016,46902,103,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,46926,40,
Track and Field,Women's 400 metres Hurdles,2016,47033,50,
Swimming,Swimming Women's 100 metres Freestyle,2016,47117,130,
Swimming,Swimming Women's 200 metres Freestyle,2016,47117,130,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,47117,130,
Swimming,Swimming Men's 50 metres Freestyle,2016,47127,19,
Track and Field,Men's 50 kilometres Walk,2016,47135,90,
Gymnastics,Gymnastics Men's Individual All-Around,2016,47168,179,
Gymnastics,Gymnastics Men's Team All-Around,2016,47168,179,
Gymnastics,Gymnastics Men's Floor Exercise,2016,47168,179,
Gymnastics,Gymnastics Men's Parallel Bars,2016,47168,179,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,47168,179,
Gymnastics,Gymnastics Men's Rings,2016,47168,179,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,47168,179,
Track and Field,Women's Hammer Throw,2016,47198,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,47204,71,
Swimming,Swimming Men's 400 metres Individual Medley,2016,47204,71,
Track and Field,Men's Long Jump,2016,47284,71,
Swimming,Swimming Men's 200 metres Individual Medley,2016,47310,71,
Track and Field,Women's 400 metres Hurdles,2016,47358,52,
Track and Field,Men's Decathlon,2016,47379,52,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,47384,195,Gold
Track and Field,Men's 20 kilometres Walk,2016,47389,84,
Swimming,Swimming Women's 50 metres Freestyle,2016,47509,32,
Track and Field,Men's Long Jump,2016,47578,195,Gold
Swimming,Swimming Women's 50 metres Freestyle,2016,47623,67,
Track and Field,Women's 20 kilometres Walk,2016,47718,147,
Track and Field,Women's 100 metres,2016,47736,73,
Track and Field,Women's 4 x 100 metres Relay,2016,47736,73,Bronze
Track and Field,Men's Shot Put,2016,47738,27,
Track and Field,Women's 100 metres,2016,47753,64,
Swimming,Swimming Women's 200 metres Butterfly,2016,47781,71,
Swimming,Swimming Women's 400 metres Individual Medley,2016,47781,71,
Track and Field,Women's High Jump,2016,47822,193,
Track and Field,Women's 800 metres,2016,47895,71,
Track and Field,Men's 4 x 100 metres Relay,2016,47899,71,
Gymnastics,Gymnastics Women's Individual All-Around,2016,47950,19,
Gymnastics,Gymnastics Women's Team All-Around,2016,47950,19,
Gymnastics,Gymnastics Women's Floor Exercise,2016,47950,19,
Gymnastics,Gymnastics Women's Uneven Bars,2016,47950,19,
Gymnastics,Gymnastics Women's Balance Beam,2016,47950,19,
Gymnastics,Gymnastics Women's Team All-Around,2016,48041,195,Gold
Gymnastics,Gymnastics Women's Floor Exercise,2016,48041,195,
Gymnastics,Gymnastics Women's Balance Beam,2016,48041,195,Silver
Track and Field,Women's Marathon,2016,48051,120,
Track and Field,Men's 200 metres,2016,48147,120,
Track and Field,Women's 20 kilometres Walk,2016,48150,77,
Swimming,Swimming Women's 50 metres Freestyle,2016,48177,26,
Track and Field,Men's Triple Jump,2016,48242,71,
Track and Field,"Men's 3,000 metres Steeplechase",2016,48272,53,
Track and Field,Men's 800 metres,2016,48291,3,
Swimming,Swimming Women's 50 metres Freestyle,2016,48368,22,
Track and Field,Men's 110 metres Hurdles,2016,48419,134,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,48442,84,
Swimming,Swimming Men's 50 metres Freestyle,2016,48519,182,
Track and Field,"Women's 1,500 metres",2016,48520,125,
Track and Field,Women's Marathon,2016,48524,102,
Track and Field,Women's 100 metres Hurdles,2016,48533,71,
Track and Field,Men's Shot Put,2016,48562,195,
Track and Field,"Women's 5,000 metres",2016,48635,11,
Track and Field,"Women's 3,000 metres Steeplechase",2016,48635,11,
Track and Field,Women's 800 metres,2016,48713,85,
Swimming,Swimming Men's 400 metres Individual Medley,2016,48730,71,
Swimming,Swimming Men's 10 kilometres Open Water,2016,48750,94,
Gymnastics,Gymnastics Women's Team All-Around,2016,48841,67,
Gymnastics,Gymnastics Women's Uneven Bars,2016,48841,67,
Track and Field,Women's Hammer Throw,2016,48858,73,Bronze
Track and Field,Women's Javelin Throw,2016,48874,85,
Track and Field,Men's 20 kilometres Walk,2016,48904,193,
Track and Field,Men's 50 kilometres Walk,2016,48904,193,
Swimming,Swimming Men's 10 kilometres Open Water,2016,48935,170,
Track and Field,Men's Marathon,2016,48937,41,
Swimming,Swimming Men's 200 metres Freestyle,2016,48963,200,
Swimming,Swimming Men's 100 metres Freestyle,2016,49019,143,
Swimming,Swimming Women's 200 metres Backstroke,2016,49020,11,
Track and Field,Men's Triple Jump,2016,49149,146,
Track and Field,Women's 4 x 400 metres Relay,2016,49153,71,
Track and Field,Women's 100 metres Hurdles,2016,49322,34,
Track and Field,Women's 20 kilometres Walk,2016,49398,11,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,49538,84,
Track and Field,Women's Shot Put,2016,49539,193,
Swimming,Swimming Women's 800 metres Freestyle,2016,49605,147,
Track and Field,"Men's 1,500 metres",2016,49616,52,
Track and Field,Men's Pole Vault,2016,49626,71,
Track and Field,Men's Hammer Throw,2016,49669,190,
Gymnastics,Gymnastics Women's Floor Exercise,2016,49742,135,
Gymnastics,Gymnastics Women's Horse Vault,2016,49742,135,
Track and Field,Women's 200 metres,2016,49819,92,
Track and Field,Women's 100 metres,2016,49950,170,
Swimming,Swimming Women's 10 kilometres Open Water,2016,49984,34,
Swimming,Swimming Men's 100 metres Freestyle,2016,49991,71,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,49991,71,
Track and Field,Men's 200 metres,2016,50040,173,
Swimming,Swimming Men's 400 metres Freestyle,2016,50055,11,Gold
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,50055,11,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,50055,11,
Track and Field,Men's Pole Vault,2016,50067,49,
Swimming,Swimming Men's 200 metres Breaststroke,2016,50080,84,
Swimming,Swimming Women's 100 metres Butterfly,2016,50124,94,
Swimming,Swimming Women's 200 metres Butterfly,2016,50124,94,Bronze
Track and Field,Men's Marathon,2016,50146,188,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,50170,84,
Swimming,Swimming Women's 100 metres Backstroke,2016,50170,84,Gold
Swimming,Swimming Women's 200 metres Backstroke,2016,50170,84,Silver
Swimming,Swimming Women's 200 metres Individual Medley,2016,50170,84,Gold
Swimming,Swimming Women's 400 metres Individual Medley,2016,50170,84,Gold
Track and Field,Men's Javelin Throw,2016,50176,195,
Swimming,Swimming Women's 800 metres Freestyle,2016,50200,40,
Track and Field,"Women's 5,000 metres",2016,50240,195,
Track and Field,Men's 200 metres,2016,50271,22,
Swimming,Swimming Men's 50 metres Freestyle,2016,50297,193,
Swimming,Swimming Women's 100 metres Freestyle,2016,50315,202,
Track and Field,Women's High Jump,2016,50337,195,
Swimming,Swimming Men's 50 metres Freestyle,2016,50381,2,
Track and Field,Women's 400 metres,2016,50411,146,
Track and Field,Women's 4 x 400 metres Relay,2016,50411,146,
Track and Field,Women's Hammer Throw,2016,50452,166,
Track and Field,Men's Marathon,2016,50472,106,
Track and Field,Women's 800 metres,2016,50482,166,
Track and Field,Women's High Jump,2016,50496,52,
Gymnastics,Gymnastics Men's Team All-Around,2016,50510,193,
Gymnastics,Gymnastics Men's Floor Exercise,2016,50510,193,
Gymnastics,Gymnastics Men's Parallel Bars,2016,50510,193,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,50510,193,
Gymnastics,Gymnastics Men's Rings,2016,50510,193,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,50510,193,
Track and Field,Men's High Jump,2016,50517,41,
Track and Field,Women's Marathon,2016,50520,41,
Swimming,Swimming Men's 200 metres Individual Medley,2016,50581,40,
Track and Field,Women's Marathon,2016,50587,40,
Track and Field,Men's Pole Vault,2016,50593,40,
Track and Field,Men's Long Jump,2016,50594,40,
Track and Field,Men's Javelin Throw,2016,50644,41,
Track and Field,"Women's 10,000 metres",2016,50778,195,
Track and Field,Men's 400 metres,2016,50806,73,
Track and Field,Men's 4 x 400 metres Relay,2016,50806,73,
Track and Field,"Men's 3,000 metres Steeplechase",2016,50877,34,
Track and Field,Men's 400 metres Hurdles,2016,51242,179,
Swimming,Swimming Men's 200 metres Individual Medley,2016,51244,58,
Track and Field,Women's Javelin Throw,2016,51260,71,
Swimming,Swimming Men's 400 metres Freestyle,2016,51281,131,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,51281,131,
Track and Field,Men's 400 metres Hurdles,2016,51416,93,
Track and Field,Men's 100 metres,2016,51441,36,
Track and Field,Women's 800 metres,2016,51451,136,
Gymnastics,Gymnastics Women's Team All-Around,2016,51456,26,
Gymnastics,Gymnastics Women's Floor Exercise,2016,51456,26,
Gymnastics,Gymnastics Women's Balance Beam,2016,51456,26,
Gymnastics,Gymnastics Men's Team All-Around,2016,51457,26,
Gymnastics,Gymnastics Men's Floor Exercise,2016,51457,26,Silver
Track and Field,Women's Marathon,2016,51459,66,
Swimming,Swimming Women's 50 metres Freestyle,2016,51507,120,
Track and Field,Women's Triple Jump,2016,51514,42,Gold
Swimming,Swimming Women's 50 metres Freestyle,2016,51556,175,
Track and Field,"Men's 5,000 metres",2016,51577,13,
Track and Field,Women's Heptathlon,2016,51652,74,
Swimming,Swimming Women's 200 metres Freestyle,2016,51657,94,
Swimming,Swimming Women's 400 metres Freestyle,2016,51657,94,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,51657,94,
Swimming,Swimming Women's 100 metres Butterfly,2016,51694,173,
Swimming,Swimming Women's 200 metres Butterfly,2016,51694,173,
Track and Field,"Men's 1,500 metres",2016,51721,125,
Track and Field,Men's 200 metres,2016,51754,94,
Track and Field,Men's 4 x 100 metres Relay,2016,51754,94,Silver
Track and Field,Women's Heptathlon,2016,51758,102,
Swimming,Swimming Women's 50 metres Freestyle,2016,51777,94,
Swimming,Swimming Women's 100 metres Freestyle,2016,51777,94,
Swimming,Swimming Women's 200 metres Freestyle,2016,51777,94,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,51777,94,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,51777,94,
Swimming,Swimming Women's 100 metres Butterfly,2016,51777,94,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,51777,94,
Track and Field,Men's 800 metres,2016,51905,76,
Track and Field,Women's Marathon,2016,51948,171,
Swimming,Swimming Women's 200 metres Individual Medley,2016,51995,94,
Swimming,Swimming Men's 50 metres Freestyle,2016,52009,153,
Track and Field,Women's Marathon,2016,52088,92,
Track and Field,Women's Shot Put,2016,52091,79,
Track and Field,"Women's 10,000 metres",2016,52109,195,
Track and Field,"Men's 1,500 metres",2016,52116,136,
Track and Field,"Men's 1,500 metres",2016,52117,136,
Track and Field,"Women's 10,000 metres",2016,52134,92,
Swimming,Swimming Men's 50 metres Freestyle,2016,52154,124,
Track and Field,Women's Discus Throw,2016,52214,183,
Swimming,Swimming Men's 50 metres Freestyle,2016,52228,101,
Track and Field,Men's High Jump,2016,52259,51,
Track and Field,Men's Marathon,2016,52275,151,
Track and Field,Women's 4 x 400 metres Relay,2016,52284,151,
Swimming,Swimming Men's 400 metres Freestyle,2016,52320,53,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,52320,53,
Track and Field,"Men's 5,000 metres",2016,52329,31,
Track and Field,"Men's 10,000 metres",2016,52329,31,
Swimming,Swimming Men's 50 metres Freestyle,2016,52332,31,
Swimming,Swimming Men's 100 metres Backstroke,2016,52358,94,
Swimming,Swimming Men's 200 metres Backstroke,2016,52358,94,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,52358,94,
Swimming,Swimming Men's 100 metres Butterfly,2016,52377,11,
Swimming,Swimming Men's 200 metres Butterfly,2016,52377,11,
Track and Field,Men's Marathon,2016,52523,94,
Track and Field,Men's 50 kilometres Walk,2016,52550,147,
Track and Field,Women's 400 metres Hurdles,2016,52567,110,
Track and Field,Women's 200 metres,2016,52581,114,
Track and Field,Men's 100 metres,2016,52588,28,
Track and Field,"Men's 3,000 metres Steeplechase",2016,52592,54,
Track and Field,Women's Marathon,2016,52679,94,
Track and Field,Women's Long Jump,2016,52712,173,
Track and Field,Women's 400 metres Hurdles,2016,52730,136,
Track and Field,Women's 100 metres Hurdles,2016,52747,49,
Track and Field,Men's Shot Put,2016,52795,29,
Track and Field,Men's Shot Put,2016,52810,96,
Track and Field,Men's High Jump,2016,52838,29,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,52935,91,
Swimming,Swimming Women's 100 metres Breaststroke,2016,52935,91,
Swimming,Swimming Women's 200 metres Breaststroke,2016,52935,91,
Swimming,Swimming Women's 100 metres Butterfly,2016,52935,91,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,53007,152,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,53007,152,
Swimming,Swimming Men's 50 metres Freestyle,2016,53085,72,
Track and Field,Women's 400 metres,2016,53145,93,Bronze
Track and Field,Women's 4 x 400 metres Relay,2016,53145,93,Silver
Track and Field,Women's 4 x 100 metres Relay,2016,53256,34,
Swimming,Swimming Men's 400 metres Freestyle,2016,53283,195,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,53283,195,Silver
Track and Field,Women's Long Jump,2016,53288,11,
Track and Field,Women's Triple Jump,2016,53298,146,
Track and Field,"Men's 3,000 metres Steeplechase",2016,53305,195,Silver
Track and Field,Men's 400 metres Hurdles,2016,53324,62,
Track and Field,Women's Marathon,2016,53361,86,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,53373,84,
Swimming,Swimming Women's 200 metres Individual Medley,2016,53373,84,
Swimming,Swimming Women's 400 metres Individual Medley,2016,53373,84,
